STATION_NAME,DATE,PRCP,SNOW,TAVG,TMAX,TMIN,AWND,WDF2,WDF5,WT07
EL PASO INTERNATIONAL AIRPORT TX US,20130209,0,0,-9999,64,41,16.8,260,260,1
EL PASO INTERNATIONAL AIRPORT TX US,20130210,0,0,-9999,54,36,8.1,290,350,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130211,0,0,-9999,60,27,6.9,270,290,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130212,0.01,0,-9999,52,31,10.5,260,280,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130213,0,0,-9999,55,24,6,250,240,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130214,0,0,-9999,61,25,4.7,300,290,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130215,0,0,-9999,56,37,5.4,340,340,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130216,0,0,-9999,61,29,2.5,240,220,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130217,0,0,-9999,69,27,9.2,260,270,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130218,0,0,-9999,64,49,11.6,290,290,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130219,0.4,0,-9999,59,37,6.3,200,200,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130220,0,0,-9999,61,37,14.8,290,290,1
EL PASO INTERNATIONAL AIRPORT TX US,20130221,0,0,-9999,51,33,19.5,260,250,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130222,0,0,-9999,55,33,10.5,240,240,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130223,0,0,-9999,58,32,6.9,330,330,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130224,0,0,-9999,63,35,19.7,250,240,1
EL PASO INTERNATIONAL AIRPORT TX US,20130225,0,0,-9999,53,32,9.6,290,290,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130226,0,0,-9999,65,37,14.3,260,250,1
EL PASO INTERNATIONAL AIRPORT TX US,20130227,0,0,-9999,55,33,7.4,360,350,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130228,0,0,-9999,57,32,3.8,40,220,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130301,0,0,-9999,63,34,5.8,350,350,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130302,0,0,-9999,70,35,3.4,240,260,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130303,0,0,-9999,81,39,12.8,300,250,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130304,0,0,-9999,79,53,17.9,250,250,1
EL PASO INTERNATIONAL AIRPORT TX US,20130305,0,0,-9999,64,41,8.5,120,120,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130306,0,0,-9999,76,48,4.3,130,140,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130307,0,0,-9999,78,50,8.7,250,210,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130308,0,0,-9999,72,54,12.3,210,200,1
EL PASO INTERNATIONAL AIRPORT TX US,20130309,0,0,-9999,60,44,21,270,280,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130310,0,0,-9999,56,33,4.5,270,270,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130311,0,0,-9999,66,34,8.7,250,220,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130312,0,0,-9999,72,40,7.6,100,110,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130313,0,0,-9999,76,42,3.6,170,200,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130314,0,0,-9999,80,41,2.9,360,20,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130315,0,0,-9999,85,45,5.1,250,190,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130316,0,0,-9999,85,60,10.7,270,260,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130317,0,0,-9999,80,59,18.6,280,260,1
EL PASO INTERNATIONAL AIRPORT TX US,20130318,0,0,-9999,77,56,12.3,290,280,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130319,0,0,-9999,78,49,10.5,300,300,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130320,0,0,-9999,71,44,5.8,160,150,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130321,0,0,-9999,80,55,14.8,300,300,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130322,0,0,-9999,79,57,17,260,240,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130323,0,0,-9999,74,47,23.5,280,280,1
EL PASO INTERNATIONAL AIRPORT TX US,20130324,0,0,-9999,63,33,6.7,360,350,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130325,0,0,-9999,61,37,9.6,100,100,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130326,0,0,-9999,72,39,8.7,140,150,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130327,0,0,-9999,79,49,4.7,280,200,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130328,0,0,-9999,81,49,7.4,250,240,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130329,0,0,-9999,83,57,6.9,300,300,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130330,0,0,-9999,83,51,7.4,230,240,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130331,0,0,-9999,82,56,3.4,240,280,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130401,0,0,69,84,53,6.9,240,200,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130402,0,0,72,82,52,12.1,280,270,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130403,0,0,61,73,44,4.3,120,120,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130404,0,0,63,79,45,4.3,230,220,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130405,0,0,70,86,59,11,240,240,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130406,0,0,74,83,60,10.7,260,250,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130407,0,0,73,84,60,14.1,270,270,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130408,0,0,75,86,65,17.7,250,250,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130409,0,0,65,70,52,19.7,260,260,1
EL PASO INTERNATIONAL AIRPORT TX US,20130410,0,0,56,67,47,14.8,250,260,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130411,0,0,57,73,42,7.6,280,270,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130412,0,0,65,80,49,5.8,260,230,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130413,0,0,70,82,57,11.4,260,290,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130414,0,0,72,83,62,19.7,250,240,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130415,0,0,73,85,62,19,260,220,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130416,0,0,75,87,63,16.3,250,250,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130417,0,0,74,83,52,21.5,240,260,1
EL PASO INTERNATIONAL AIRPORT TX US,20130418,0,0,57,66,46,11.4,260,320,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130419,0,0,54,68,36,7.6,350,230,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130420,0,0,60,81,41,12.3,250,260,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130421,0,0,70,83,49,6.9,260,240,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130422,0,0,73,89,57,11,240,240,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130423,0,0,76,88,54,12.8,270,280,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130424,0,0,60,75,42,6.9,70,90,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130425,0,0,66,85,54,9.6,260,260,1
EL PASO INTERNATIONAL AIRPORT TX US,20130426,0,0,74,84,58,8.1,280,290,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130427,0,0,71,85,53,3.8,110,70,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130428,0,0,73,86,56,4.3,120,120,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130429,0,0,74,91,59,8.1,280,280,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130430,0,0,81,93,65,13,250,240,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130501,0,0,81,89,64,14.1,280,300,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130502,0,0,63,65,47,13.6,20,50,1
EL PASO INTERNATIONAL AIRPORT TX US,20130503,0,0,52,68,40,6.3,110,110,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130504,0,0,63,85,44,4.7,100,110,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130505,0,0,72,84,59,10.5,110,110,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130506,0,0,73,84,63,11.9,260,270,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130507,0,0,75,84,65,15.2,250,260,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130508,0,0,74,82,65,13.4,250,250,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130509,0,0,73,82,61,7.4,240,270,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130510,0.18,0,71,79,55,10.3,340,340,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130511,0,0,61,76,51,9.2,150,50,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130512,0,0,66,79,53,8.5,80,140,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130513,0,0,70,83,57,4.9,120,110,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130514,0,0,72,84,61,8.1,150,160,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130515,0,0,78,93,66,15.9,260,260,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130516,0,0,84,93,71,9.6,240,250,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130517,0,0,83,95,65,8.5,260,280,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130518,0,0,82,90,72,15.2,260,260,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130519,0,0,80,90,69,13.2,260,240,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130520,0,0,81,92,69,15.7,260,300,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130521,0,0,77,87,62,8.5,270,260,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130522,0,0,78,95,61,8.1,250,240,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130523,0,0,83,98,66,8.7,140,140,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130524,0,0,78,94,63,4.9,180,180,1
EL PASO INTERNATIONAL AIRPORT TX US,20130525,0,0,82,97,70,8.5,250,250,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130526,0,0,84,96,66,10.5,240,230,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130527,0,0,84,94,64,8.1,250,270,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130528,0,0,83,95,69,15,240,240,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130529,0,0,82,90,72,18.1,250,260,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130530,0,0,82,93,72,14.3,240,250,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130531,0,0,86,97,78,11.6,250,270,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130601,0,0,87,97,72,11.6,100,110,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130602,0,0,83,96,70,13.2,170,180,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130603,0,0,78,98,65,7.6,240,250,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130604,0,0,86,100,67,9.6,260,260,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130605,0,0,89,99,73,8.9,250,260,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130606,0,0,83,93,69,6.9,350,350,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130607,0,0,82,94,69,10.3,280,280,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130608,0,0,79,101,64,9.4,280,270,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130609,0,0,90,99,77,10.5,280,280,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130610,0,0,88,104,75,6,50,50,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130611,0,0,89,104,75,6,130,130,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130612,0,0,91,106,77,7.6,110,110,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130613,0,0,88,98,74,9.4,140,140,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130614,0.1,0,81,95,70,7.6,360,350,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130615,0,0,81,98,67,4.9,250,110,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130616,0,0,88,101,76,8.3,230,230,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130617,0.02,0,89,100,77,8.7,130,320,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130618,0,0,83,99,70,7.4,120,120,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130619,0,0,89,104,77,9.6,180,160,1
EL PASO INTERNATIONAL AIRPORT TX US,20130620,0,0,91,103,79,13.2,200,180,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130621,0,0,85,103,72,7.6,250,270,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130622,0,0,88,102,77,9.6,270,270,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130623,0,0,91,101,77,8.5,290,300,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130624,0,0,91,100,78,9.4,220,220,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130625,0,0,91,101,79,8.5,250,250,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130626,0,0,92,104,77,9.2,300,290,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130627,0,0,93,107,73,4.9,140,320,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130628,0,0,91,101,78,5.8,110,120,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130629,0,0,90,103,74,6.7,160,150,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130630,0.04,0,89,98,69,10.5,20,10,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130701,0.06,0,78,84,66,10.5,10,10,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130702,0,0,75,89,65,8.7,50,40,1
EL PASO INTERNATIONAL AIRPORT TX US,20130703,0,0,78,93,68,8.3,10,10,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130704,0,0,82,96,67,3.8,130,140,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130705,0,0,87,100,75,7.2,240,250,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130706,0,0,90,101,75,6.5,250,250,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130707,0.02,0,91,102,80,9.8,100,110,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130708,0,0,89,98,79,10.1,110,110,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130709,0,0,88,100,77,8.3,140,130,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130710,0,0,87,98,76,8.9,130,130,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130711,0,0,89,98,79,8.5,100,90,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130712,0,0,87,100,77,7.2,30,40,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130713,0,0,87,99,76,6.5,120,110,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130714,0.15,0,88,101,77,7.6,50,50,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130715,0,0,81,83,70,10.5,70,70,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130716,0,0,74,86,67,8.5,150,60,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130717,0,0,74,78,67,11.6,100,90,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130718,0.35,0,70,76,65,6,110,120,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130719,0.02,0,72,82,68,7.6,140,120,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130720,0,0,76,87,69,5.8,150,170,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130721,0,0,80,93,71,6,240,240,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130722,0,0,83,95,73,11.2,240,240,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130723,0,0,81,95,73,11.6,270,270,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130724,0.2,0,81,95,70,8.9,360,20,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130725,1.52,0,76,89,64,7.4,30,160,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130726,0.31,0,83,94,68,6.7,90,60,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130727,0.02,0,74,84,67,8.5,30,20,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130728,0.01,0,78,92,69,7.4,250,250,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130729,0,0,82,97,73,6.7,250,240,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130730,0.47,0,87,98,77,8.1,40,20,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130731,0,0,83,98,73,4.5,200,190,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130801,0,0,85,95,75,6.3,170,110,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130802,0,0,86,97,76,7.8,230,280,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130803,0,0,88,98,78,3.6,230,230,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130804,0,0,88,100,78,6.3,220,220,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130805,0.02,0,87,97,76,8.1,260,250,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130806,0,0,85,95,74,12.5,250,250,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130807,0,0,83,92,73,10.7,250,250,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130808,0,0,83,96,68,6.5,290,290,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130809,0,0,86,97,70,5.6,100,90,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130810,0.01,0,82,88,74,11.2,100,100,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130811,0,0,78,93,66,12.3,360,360,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130812,0,0,84,96,74,5.4,340,340,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130813,0,0,86,95,76,8.1,40,30,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130814,0.03,0,85,96,72,8.9,340,350,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130815,0.3,0,81,95,70,5.8,90,220,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130816,0,0,81,97,69,4.7,110,110,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130817,0,0,86,100,72,5.8,120,110,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130818,0,0,87,98,72,5.8,260,140,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130819,0,0,85,97,73,6,110,110,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130820,0,0,85,95,75,6,360,360,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130821,0,0,85,95,73,7.2,120,120,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130822,0,0,83,93,71,5.6,130,140,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130823,0,0,82,92,72,8.9,120,110,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130824,0,0,78,89,71,6.7,190,130,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130825,0,0,82,94,71,9.2,110,110,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130826,0,0,83,92,73,9.6,120,100,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130827,0.11,0,80,86,71,7.4,110,110,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130828,0.03,0,76,79,71,2.9,360,350,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130829,0.62,0,73,80,66,5.1,180,180,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130830,0,0,76,91,68,3.1,300,290,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130831,0,0,82,96,70,4.9,290,250,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130901,0,0,87,98,73,5.1,110,120,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130902,0,0,86,95,74,8.9,80,80,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130903,0,0,83,93,74,9.2,100,110,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130904,0,0,82,92,71,6.5,110,110,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130905,0,0,83,94,72,8.3,140,100,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130906,0,0,83,93,71,7.4,120,100,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130907,0,0,84,93,73,6.9,130,130,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130908,0,0,83,93,73,8.3,100,100,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130909,0.02,0,80,89,69,8.3,160,160,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130910,0.92,0,72,79,67,5.4,180,120,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130911,0.17,0,71,79,68,6.9,10,150,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130912,1.9,0,68,70,64,9.4,20,40,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130913,0.3,0,68,73,65,12.3,10,10,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130914,0,0,71,83,65,7.8,350,120,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130915,0,0,75,85,65,6.7,100,110,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130916,0,0,74,83,66,11.4,360,60,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130917,0,0,75,85,67,7.8,110,150,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130918,0,0,76,87,68,6.9,150,180,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130919,0.54,0,77,86,68,6.5,60,50,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130920,0,0,73,82,66,7.6,110,40,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130921,0,0,70,80,62,5.8,130,100,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130922,0,0,72,85,62,7.4,210,150,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130923,0,0,78,85,67,9.8,270,300,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130924,0,0,72,86,59,5.8,360,360,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130925,0,0,74,90,58,5.4,240,230,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130926,0,0,79,88,68,8.5,250,260,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130927,0,0,80,87,67,12.1,300,310,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130928,0,0,71,77,56,10.5,360,360,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130929,0,0,65,82,49,3.8,280,280,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20130930,0,0,71,88,56,8.1,290,260,-9999
EL PASO INTERNATIONAL AIRPORT TX US,20131001,0,0,80,89,60,10.3,300,280,-9999
