Crash_ID,Crash_Fatal_Fl,Cmv_Involv_Fl,Schl_Bus_Fl,Rr_Relat_Fl,Medical_Advisory_Fl,Amend_Supp_Fl,Active_School_Zone_Fl,Crash_Date,Crash_Time,Case_ID,Local_Use,Rpt_CRIS_Cnty_ID,Rpt_City_ID,Rpt_Outside_City_Limit_Fl,Thousand_Damage_Fl,Rpt_Latitude,Rpt_Longitude,Rpt_Rdwy_Sys_ID,Rpt_Hwy_Num,Rpt_Hwy_Sfx,Rpt_Road_Part_ID,Rpt_Block_Num,Rpt_Street_Pfx,Rpt_Street_Name,Rpt_Street_Sfx,Private_Dr_Fl,Toll_Road_Fl,Crash_Speed_Limit,Road_Constr_Zone_Fl,Road_Constr_Zone_Wrkr_Fl,Rpt_Street_Desc,At_Intrsct_Fl,Rpt_Sec_Rdwy_Sys_ID,Rpt_Sec_Hwy_Num,Rpt_Sec_Hwy_Sfx,Rpt_Sec_Road_Part_ID,Rpt_Sec_Block_Num,Rpt_Sec_Street_Pfx,Rpt_Sec_Street_Name,Rpt_Sec_Street_Sfx,Rpt_Ref_Mark_Offset_Amt,Rpt_Ref_Mark_Dist_Uom,Rpt_Ref_Mark_Dir,Rpt_Ref_Mark_Nbr,Rpt_Sec_Street_Desc,Rpt_CrossingNumber,Wthr_Cond_ID,Light_Cond_ID,Entr_Road_ID,Road_Type_ID,Road_Algn_ID,Surf_Cond_ID,Traffic_Cntl_ID,Investigat_Notify_Time,Investigat_Notify_Meth,Investigat_Arrv_Time,Report_Date,Investigat_Comp_Fl,ORI_Number,Investigat_Agency_ID,Investigat_Area_ID,Investigat_District_ID,Investigat_Region_ID,Bridge_Detail_ID,Harm_Evnt_ID,Intrsct_Relat_ID,FHE_Collsn_ID,Obj_Struck_ID,Othr_Factr_ID,Road_Part_Adj_ID,Road_Cls_ID,Road_Relat_ID,Phys_Featr_1_ID,Phys_Featr_2_ID,Cnty_ID,City_ID,Latitude,Longitude,Hwy_Sys,Hwy_Nbr,Hwy_Sfx,Dfo,Street_Name,Street_Nbr,Control,Section,Milepoint,Ref_Mark_Nbr,Ref_Mark_Displ,Hwy_Sys_2,Hwy_Nbr_2,Hwy_Sfx_2,Street_Name_2,Street_Nbr_2,Control_2,Section_2,Milepoint_2,Txdot_Rptable_Fl,Onsys_Fl,Rural_Fl,Crash_Sev_ID,Pop_Group_ID,Located_Fl,Day_of_Week,Hwy_Dsgn_Lane_ID,Hwy_Dsgn_Hrt_ID,Hp_Shldr_Left,Hp_Shldr_Right,Hp_Median_Width,Base_Type_ID,Nbr_Of_Lane,Row_Width_Usual,Roadbed_Width,Surf_Width,Surf_Type_ID,Curb_Type_Left_ID,Curb_Type_Right_ID,Shldr_Type_Left_ID,Shldr_Width_Left,Shldr_Use_Left_ID,Shldr_Type_Right_ID,Shldr_Width_Right,Shldr_Use_Right_ID,Median_Type_ID,Median_Width,Rural_Urban_Type_ID,Func_Sys_ID,Adt_Curnt_Amt,Adt_Curnt_Year,Adt_Adj_Curnt_Amt,Pct_Single_Trk_Adt,Pct_Combo_Trk_Adt,Trk_Aadt_Pct,Curve_Type_ID,Curve_Lngth,Cd_Degr,Delta_Left_Right_ID,Dd_Degr,Feature_Crossed,Structure_Number,I_R_Min_Vert_Clear,Approach_Width,Bridge_Median_ID,Bridge_Loading_Type_ID,Bridge_Loading_In_1000_Lbs,Bridge_Srvc_Type_On_ID,Bridge_Srvc_Type_Under_ID,Culvert_Type_ID,Roadway_Width,Deck_Width,Bridge_Dir_Of_Traffic_ID,Bridge_Rte_Struct_Func_ID,Bridge_IR_Struct_Func_ID,CrossingNumber,RRCo,Poscrossing_ID,WDCode_ID,Standstop,Yield,Incap_Injry_Cnt,Nonincap_Injry_Cnt,Poss_Injry_Cnt,Non_Injry_Cnt,Unkn_Injry_Cnt,Tot_Injry_Cnt,Death_Cnt,MPO_ID,Investigat_Service_ID,Investigat_DA_ID,Investigator_Narrative
14842824,N,Y,N,N,N,N,N,1/3/2016,1:08 PM,16-003101,WSRC/41,71,136,N,Y,,,19,,,1,3300,N,MESA,ST,N,N,35,N,N,,Y,19,,,1,400,,KERN,ST,,,,,,,11,1,0,2,2,1,8,1:11 PM,DISPATCHED,1:25 PM,1/3/16,Y,TX0710200,1259,,,,8,2,2,13,64,54,1,2,1,21,21,71,136,31.78256933,-106.5053487,SH,20,,18.019,SH0020,,1,2,18.062,326,0.092,,,,KERN DR,,,,,Y,Y,N,5,9,Y,SUN,3,0,0,0,24,2,6,120,72,72,4,1,1,1,0,0,1,0,0,1,24,4,14,29400,2014,29400,5.2,3.8,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,66,611,,
14842949,N,Y,N,N,N,N,N,1/4/2016,4:17 AM,16-004018,,71,136,N,Y,,,1,10,,1,MM 5,W,NOT REPORTED,,N,N,75,N,N,ONE-WAY DIVIDED INTERSTATE,N,19,,,1,6990,N,DESERT,,,,,,TWO-WAY DIVIDED ROADWAY,,11,3,0,2,1,1,1,4:22 AM,DISPATCHED,4:28 AM,1/4/16,Y,TX0710200,1259,,,,8,9,4,1,3,3,1,1,1,21,21,71,136,31.9012248,-106.5828155,IH,10,,6.831,IH0010,,2121,1,6.813,7,-0.185,,,,N/A,,,,,Y,Y,N,5,9,Y,MON,5,0,4,10,61,2,4,350,78,48,4,0,0,2,14,5,2,14,5,2,47,4,11,55152,2014,55152,2.8,12.8,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,66,611,,
14845430,N,Y,N,N,N,N,N,1/4/2016,7:52 AM,16-004032,CRCC/55,71,136,N,Y,,,1,10,,3,3000,,RAMP D,,N,N,60,N,N,,N,1,10,,1,22.5,,INTERSTATE 10 EAST,,,,,,,,12,1,0,,5,1,1,7:54 AM,DISPATCHED,8:01 AM,1/4/16,Y,TX0710200,1259,,,,8,2,4,22,64,42,3,1,1,21,21,71,136,,,IH,10,,,IH0010,,,,,,,,,,N/A,,,,,Y,Y,N,5,9,N,MON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,0,0,0,,339,,
14847051,N,Y,N,N,N,Y,N,1/5/2016,11:55 AM,16-005090,,71,136,N,Y,,,19,,,1,9400,,ALAMEDA,,N,N,40,N,N,"2 WAYS, 5 LANES, MARKED",Y,19,,,2,100,N,AMERICAS,,,,,,"ONE WAY, 3 LANES",,2,1,4,3,1,1,20,11:57 AM,DISPATCHED,12:20 PM,4/1/16,Y,TX0710200,1259,,,,8,2,1,28,64,54,2,2,1,21,21,71,136,31.6802578,-106.3127594,SH,20,,33.344,SH0020,,2,2,33.41,342,-0.454,SL,375,,SL0375,,2552,3,14.661,Y,Y,N,5,9,Y,TUE,2,0,0,0,0,2,4,80,48,48,4,1,0,1,0,0,1,0,0,0,0,4,14,10130,2014,10130,1.3,1.9,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,0,0,0,66,515,,
14847053,N,Y,N,N,N,N,N,1/5/2016,10:45 AM,16-005150,MVRC/81,71,136,N,Y,,,17,,,7,7189-A,,MERCHANT,ST,Y,N,15,N,N,2 LANE TWO WAY ROADWAY,N,19,,,7,,,TONY LAMA,ST,,,,,,,2,1,98,,1,2,17,2:56 PM,DISPATCHED,3:13 PM,1/6/16,N,TX0710200,1259,,,,8,7,4,2,33,14,7,9,5,33,21,71,136,,,,,,,MERCHANT ST,,,,,,,,,,N/A,,,,,N,N,N,0,9,N,TUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,,915,,
14847427,N,Y,N,N,N,N,N,1/2/2016,7:09 PM,16-002117,CRCC/54,71,136,N,Y,,,1,10,,1,MM 24,W,I 10,HWY,N,N,60,N,N,,N,1,24,,1,,,NOT REPORTED,,,,,,,,11,4,0,2,1,1,1,7:40 PM,DISPATCHED,7:53 PM,1/2/16,Y,TX0710200,1259,,,,8,2,4,21,64,25,1,1,1,21,21,71,136,31.78019653,-106.4172266,IH,10,,24.049,IH0010,,2121,3,24.758,24,0.024,,,,N/A,,,,,Y,Y,N,2,9,Y,SAT,5,0,10,10,42,8,8,300,138,96,5,0,1,2,20,5,2,20,5,2,22,4,11,148528,2014,148528,3.2,4.6,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,0,3,0,66,339,,
14848306,N,Y,N,N,N,N,N,1/5/2016,11:39 AM,16-005081,WSRC/45,71,136,N,Y,,,19,,,1,7500,,REMCON,,N,N,30,N,N,,N,19,,,1,7500,N,MESA,,,,,,,,2,1,98,,1,2,1,11:42 AM,DISPATCHED,11:49 AM,1/5/16,Y,TX0710200,1259,,,,8,2,3,10,64,14,1,5,1,32,21,71,136,31.83817421,-106.5672926,,,,,REMCON CIR,,,,,,,,,,N/A,,,,,Y,N,N,5,9,Y,TUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,0,0,0,66,611,,
14848314,N,Y,N,N,N,N,N,1/6/2016,9:20 AM,16-006062,PHRC/76,71,136,N,Y,,,19,,,1,1300,,LOMALAND,,N,N,40,N,N,LOCAL ROAD,N,19,,,1,11100,,ROJAS,,,,,,LOCAL ROAD,,2,1,0,,1,2,5,9:26 AM,DISPATCHED,9:29 AM,1/6/16,Y,TX0710200,1259,,,,8,2,4,31,64,54,1,5,1,21,21,71,136,31.74748363,-106.3290066,,,,,LOMALAND DR,1354,,,,,,,,,N/A,,,,,Y,N,N,5,9,Y,WED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6,0,0,0,66,1206,,
14849614,N,Y,N,N,N,N,N,1/1/2016,10:00 AM,2016-00016,,71,1635,Y,Y,,,19,,,7,1300,,HORIZON,BLVD,Y,N,15,N,N,PARKING LOT,N,19,,,1,11300,,DOY,DR,,,,,PAVED,,12,1,98,,1,1,1,10:22 AM,DISPATCHED,10:29 AM,1/1/16,Y,TX0710000,1260,,,,8,4,4,4,64,3,7,9,5,33,21,71,1635,,,,,,,HORIZON BLVD,,,,,,,,,,N/A,,,,,N,N,Y,0,0,N,FRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,,478,,
14851487,N,Y,N,N,N,N,N,1/6/2016,7:30 AM,16-006035,MVRC/82,71,136,N,Y,,,19,,,1,7400,,ALAMEDA,,N,N,30,N,N,,N,19,,,1,100,S,CAROLINA,,,,,,,,2,1,0,3,1,2,11,7:47 AM,DISPATCHED,7:59 AM,1/6/16,Y,TX0710200,1259,,,,8,2,4,21,64,9,1,2,1,21,21,71,136,31.74203606,-106.3778403,SH,20,,27.491,SH0020,7394,2,1,27.65,336,-0.356,,,,N/A,,,,,Y,Y,N,5,9,Y,WED,2,0,0,0,0,3,4,80,68,68,4,1,1,1,0,0,1,0,0,0,0,4,14,11565,2014,11565,1.9,1.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,66,915,,
14851488,N,Y,N,N,N,N,N,1/4/2016,10:19 AM,16-004072,MVRC/86,71,136,N,Y,,,19,,,1,9700,,PAN AMERICAN,DR,N,N,40,N,N,"TWO WAY, TWO LANE ROADWAY.",N,19,,,1,9500,,PLAZA,CIR,,,,,"TWO WAY, TWO LANE ROADWAY.",,12,1,0,,1,3,11,10:19 AM,DISPATCHED,10:25 AM,1/4/16,Y,TX0710200,1259,,,,8,2,4,21,64,8,1,5,1,21,21,71,136,31.67393364,-106.3226731,,,,,PAN AMERICAN DR,,,,,,,,,,N/A,,,,,Y,N,N,5,9,Y,MON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,66,915,,
14851490,N,Y,N,N,N,N,N,1/4/2016,9:52 AM,16-004056,,71,136,N,Y,,,19,,,1,8900,,GATEWAY EAST,RD,N,N,45,N,N,INTERSECTION,Y,19,,,1,1200,N,ZARAGOZA,,,,,,INTERSECTION,,12,1,98,2,1,1,5,9:52 AM,DISPATCHED,9:54 AM,1/4/16,Y,TX0710200,1259,,,,8,2,1,24,64,54,1,1,1,21,21,71,136,31.72051811,-106.3047867,IH,10,,32.151,IH0010,,2121,3,32.86,32,0.112,FM,659,,FM0659,,1046,1,8.669,Y,Y,N,5,9,Y,MON,5,0,6,10,35,8,4,300,80,48,5,0,0,2,12,5,2,20,5,,23,4,11,72904,2014,72904,3.4,13.5,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,66,915,,
14851996,N,Y,N,N,N,N,N,1/8/2016,9:29 AM,16-008073,CRCC/33,71,136,N,Y,,,19,,,1,600,E,PAISANO,,N,N,35,N,N,,N,19,,,1,300,S,KANSAS,,,,,,,,12,1,0,2,1,1,5,9:43 AM,DISPATCHED,9:53 AM,1/8/16,N,TX0710200,1259,,,,8,2,2,21,64,54,1,2,1,21,21,71,136,31.75608563,-106.4839154,US,62,,0.502,US0062,501,1,4,5.981,20,-1.366,,,,S KANSAS ST,,,,,Y,Y,N,5,9,Y,FRI,3,0,0,0,4,8,6,94,63,63,5,1,1,1,0,0,1,0,0,1,4,4,14,16504,2014,16504,2.3,1.2,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,66,339,,
14852713,N,Y,N,N,N,N,N,1/3/2016,7:05 AM,2016-010003,3000 Mountain Pass R,71,16,N,Y,,,17,,,7,3000,,MOUNTAIN PASS,RD,Y,N,5,N,N,PARKING LOT OF LOVE'S TRUCK STOP,N,1,10,,2,9400,N,DESERT,BLVD,,,,,,,11,1,0,,1,1,1,7:15 AM,FLAGGED DOWN,7:15 AM,1/3/16,Y,TX0710100,47,,,53,8,4,4,4,64,54,7,9,5,33,21,71,16,,,,,,,MOUNTAIN PASS RD,,,,,,,,,,N/A,,,,,N,N,N,5,4,N,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,,35,17,
14855547,N,Y,N,N,N,N,N,1/5/2016,2:45 PM,2016-010005,,71,16,N,Y,,,17,,,2,8799,S,DESERT,BLVD,Y,N,10,N,N,,N,19,,,1,600,,VALLE CHILI,RD,,,,,,,12,8,98,,1,2,8,3:00 PM,DISPATCHED,3:02 PM,1/6/16,Y,TX0710100,47,,,53,8,7,4,2,23,14,7,9,5,33,21,71,16,,,,,,,S DESERT BLVD,,,,,,,,,,N/A,,,,,N,N,N,5,4,N,TUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,,35,17,
14857439,N,Y,N,N,N,N,N,1/11/2016,10:58 AM,16-011093,,71,136,N,Y,,,19,,,1,9700,,PAN AMERICAN,,N,N,30,N,N,"2 WAY, 2 LANES, UNMARKED",N,19,,,1,9700,,PLAZA,CIR,,,,,"2 WAY, 2 LANES, UNMARKED",,11,1,98,,4,1,11,11:08 AM,DISPATCHED,11:08 AM,1/11/16,Y,TX0710200,1259,,,,8,2,3,23,64,13,1,5,1,32,21,71,136,31.6721777,-106.3215179,,,,,PAN AMERICAN DR,,,,,,,,,,N/A,,,,,Y,N,N,5,9,Y,MON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,0,0,0,66,915,,
14858264,N,Y,N,N,N,N,N,1/6/2016,3:16 PM,16-006162,WSRC/47,71,136,N,N,,,19,,,1,4900,,DONIPHAN,ST,N,N,45,N,N,,N,19,,,1,8000,N,MESA,ST,,,,,,,11,1,0,2,1,1,1,3:17 PM,DISPATCHED,3:23 PM,1/6/16,Y,TX0710200,1259,,,,8,2,2,22,64,38,1,2,1,21,21,71,136,31.84114272,-106.5792528,SH,20,,11.181,SH0020,8096,1,2,11.201,320,-0.765,,,,N MESA ST,,,,,Y,Y,N,3,9,Y,WED,3,0,0,0,21,2,6,150,72,72,4,1,1,1,0,0,1,0,0,1,21,4,14,31621,2014,31621,5.2,3.8,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,0,2,0,66,611,,
14859291,N,Y,N,N,N,N,N,1/11/2016,1:04 PM,16-011130,CRCC/34,71,136,N,Y,,,19,,,1,1100,,MONTANA,AVE,N,N,30,N,N,PUBLIC ROADWAY,N,19,,,1,800,,OCTAVIA,,,,,,PUBLIC ROADWAY,,11,1,0,,1,1,11,1:04 PM,DISPATCHED,1:11 PM,1/11/16,Y,TX0710200,1259,,,,8,4,4,1,64,3,1,5,1,21,21,71,136,31.76911033,-106.4834443,,,,,MONTANA AVE,1111,,,,,,,,,N/A,,,,,Y,N,N,5,9,Y,MON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,66,339,,
14859292,N,Y,N,N,N,N,N,1/11/2016,1:02 PM,16-011133,CRCC/52,71,136,N,Y,,,19,,,1,400,,RADFORD,,N,N,35,N,N,,Y,19,,,1,,E,GATEWAY,,,,,,,,11,1,0,,1,1,8,1:02 PM,DISPATCHED,1:17 PM,1/11/16,Y,TX0710200,1259,,,,8,2,1,10,64,54,1,5,1,21,21,71,136,31.77569485,-106.4376803,,,,,RADFORD ST,400,,,,,,,,,UNKNOWN,,,,,Y,N,N,2,9,Y,MON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0,2,0,66,339,,
14860310,N,Y,N,N,N,N,N,1/13/2016,3:37 PM,16-013149,,71,136,N,Y,,,19,,,1,5300,,DONIPHAN,DR,N,N,40,N,N,,N,19,,,1,,,MULBERRY,,,,,,,,11,1,0,3,1,1,5,3:39 PM,DISPATCHED,3:43 PM,1/13/16,Y,TX0710200,1259,,,,8,2,2,22,64,38,1,2,1,21,21,71,136,31.85411762,-106.5847408,SH,20,,10.219,SH0020,5376,1,1,10.207,318,0.238,,,,MULBERRY AVE,,,,,Y,Y,N,3,9,Y,WED,2,0,9,8,0,2,4,78,65,48,4,0,0,2,9,5,2,8,5,0,0,4,14,19758,2014,19758,5.2,3.8,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,6,0,2,0,66,611,,
14860327,N,Y,N,N,N,N,N,1/9/2016,12:54 PM,2016-010019,,71,16,N,N,,,17,,,7,3001,E,MOUNTAIN PASS,,Y,N,10,N,N,PARKING LOT PAVED,N,19,,,1,3000,N,TORRES ALTOS,,,,,,STREET PAVED,,11,1,0,,1,1,1,12:54 PM,DISPATCHED,12:54 PM,1/9/16,Y,TX0710100,47,,,53,8,4,4,5,64,54,7,9,5,33,21,71,16,,,,,,,E MOUNTAIN PASS,,,,,,,,,,N/A,,,,,N,N,N,0,4,N,SAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,,35,17,
14860328,N,Y,N,N,N,Y,N,1/9/2016,12:09 PM,2016-010018,,71,16,N,Y,,,4,1905,,1,2015,N,ANTONIO,ST,Y,N,5,N,N,PRIVATE,N,14,6,,1,2000,E,WILDCAT,DR,,,,,PAVED,,11,1,0,,1,1,1,12:09 PM,FLAGGED DOWN,12:09 PM,2/1/16,Y,TX0710100,47,,,53,8,4,4,5,64,54,7,9,5,33,21,71,16,,,FM,1905,,,FM1905,,,,,,,,,,N/A,,,,,N,Y,N,0,4,N,SAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,,35,17,
14861561,N,Y,N,N,N,N,N,1/13/2016,12:05 PM,16-013099,PHRC/93,71,136,N,Y,,,19,,,1,12200,,MONTANA,,N,N,50,Y,Y,,Y,19,,,1,3500,,JOE BATTLE,,,,,,,,11,1,2,2,1,1,5,12:06 PM,DISPATCHED,12:17 PM,1/13/16,Y,TX0710200,1259,,,,8,2,2,23,64,50,1,2,1,20,21,71,136,31.80646133,-106.2682571,US,62,,14.308,US0062,,374,2,21.592,32,0.484,SL,375,,SL0375,,2552,3,4.991,Y,Y,N,3,9,Y,WED,3,0,6,10,82,2,4,200,80,48,4,0,0,2,12,5,2,20,5,2,70,4,14,29357,2014,29357,5.7,14.8,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,0,2,0,66,1206,,
14862814,N,Y,N,N,N,N,N,1/14/2016,2:42 PM,16-014144,PHRC/93,71,136,N,Y,,,11,375,,1,MM# 31,,LOOP 375,,N,N,65,N,N,,N,19,,,1,,,LIBERTY EXPRESSWAY,,,,,,,,11,1,2,2,1,1,1,2:54 PM,DISPATCHED,3:10 PM,1/14/16,Y,TX0710200,1259,,,,8,2,4,21,23,9,1,2,1,21,21,71,1635,31.84043206,-106.3245013,SL,375,,20.88,SL0375,,2552,2,20.865,31,-0.195,,,,N/A,,,,,Y,Y,Y,5,0,Y,THU,5,0,4,10,52,2,4,200,76,48,4,0,0,2,14,5,2,14,3,2,38,4,12,21346,2014,21346,3.8,2.1,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,0,0,0,66,1206,,
14862840,N,Y,N,N,N,N,N,1/13/2016,10:52 AM,16-013089,CRCC/54,71,136,N,N,,,19,,,1,6300,,MONTANA,AVE,N,N,35,N,N,,Y,19,,,1,1600,,MESCALERO,,,,,,,,11,1,0,2,1,1,20,11:22 AM,DISPATCHED,11:30 AM,1/13/16,Y,TX0710200,1259,,,,8,7,2,3,20,3,1,2,4,14,21,71,136,31.78779822,-106.409427,US,62,,5.918,US0062,,374,2,13.194,24,0.087,,,,MESCALERO DR,,,,,N,Y,N,5,9,Y,WED,3,0,0,0,24,2,6,168,64,64,4,1,1,1,0,0,1,0,0,1,24,4,14,23908,2014,23908,2.3,1.2,3.4,1,154,3,2,28,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,66,339,,
14863248,N,Y,N,N,N,N,N,1/13/2016,7:50 AM,16-013029,,71,136,N,Y,,,19,,,1,1800,E,MISSOURI,,N,N,45,N,N,,Y,19,,,1,500,N,COTTON,,,,,,,,11,1,2,,2,1,5,7:50 AM,DISPATCHED,7:57 AM,1/13/16,Y,TX0710200,1259,,,,8,2,1,28,64,3,1,5,1,21,21,71,136,31.77224485,-106.4734803,,,,,E MISSOURI AVE,,,,,,,,,,N COTTON ST,,,,,Y,N,N,5,9,Y,WED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,66,339,,
14863480,N,Y,N,N,N,N,N,1/11/2016,10:37 AM,2016-00324,,71,1635,Y,Y,,,1,10,,1,,,NOT REPORTED,,N,N,75,N,N,,N,,,,,,,NOT REPORTED,,1,M,E,48,,,11,1,0,2,1,1,1,10:37 AM,DISPATCHED,10:45 AM,1/12/16,Y,TX0710000,1260,,,,8,2,4,21,64,25,1,1,3,21,21,71,1635,31.52358174,-106.1343641,IH,10,,49.037,IH0010,,2121,4,49.847,48,1,,,,NOT REPORTED,,,,,Y,Y,Y,5,0,Y,MON,5,0,6,10,56,8,4,450,80,48,5,0,0,2,12,5,2,20,5,,44,1,1,22690,2014,22690,3.4,13.5,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,66,727,,
14863767,N,Y,N,N,N,N,N,1/15/2016,2:09 AM,16-015016,CRCC/52,71,136,N,Y,,,19,,,1,3800,,DURAZNO,,N,N,30,N,N,UNMARKED ONE LANE TWO WAY,N,19,,,1,400,N,STEVENS,,,,,,ONE LANE TWO WAY,,11,3,0,,1,1,1,2:09 AM,DISPATCHED,2:13 AM,1/15/16,N,TX0710200,1259,,,,8,4,4,1,64,54,1,5,2,21,21,71,136,31.776451,-106.4480383,,,,,DURAZNO ST,3788,,,,,,,,,N/A,,,,,Y,N,N,5,9,Y,FRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,66,339,,
14864097,N,Y,N,N,N,N,N,1/14/2016,11:22 AM,16-014086,WSRC/45,71,136,N,Y,,,19,,,1,6900,N,MESA,,N,N,45,Y,N,PAVED,N,19,,,1,,,RESLER,,,,,,PAVED,,11,1,0,2,1,1,5,11:23 AM,DISPATCHED,11:26 AM,1/15/16,Y,TX0710200,1259,,,,8,2,4,21,64,49,1,2,1,21,21,71,136,31.83598628,-106.5521165,SH,20,,12.813,SH0020,7072,1,2,12.94,320,0.867,,,,N/A,,,,,Y,Y,N,5,9,Y,THU,3,0,0,0,21,2,6,150,72,72,4,1,1,1,0,0,1,0,0,1,21,4,14,29218,2014,29218,5.2,3.8,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,66,611,,
14864151,N,Y,N,N,N,N,N,1/14/2016,10:35 AM,16-014072,MVRC/85,71,136,N,Y,,,3,10,,1,29,,I 10 EAST MM29,,N,N,60,Y,Y,,N,19,,,1,1000,,LOMALAND,,,,,,,,11,1,98,2,1,1,1,10:36 AM,DISPATCHED,10:50 AM,1/15/16,N,TX0710200,1259,,,,8,2,4,21,64,49,1,1,1,20,21,71,136,31.74461969,-106.3323696,IH,10,,29.826,IH0010,,2121,3,30.599,30,-0.153,,,,N/A,,,,,Y,Y,N,5,9,Y,THU,5,0,10,10,44,2,6,300,113,72,4,0,1,2,21,5,2,20,5,,23,4,11,131071,2014,131071,2.3,5.2,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,0,0,66,915,,
14864155,N,Y,N,N,N,N,N,1/11/2016,5:48 AM,16-011025,,71,136,N,Y,,,19,,,1,8800,,RABE,CT,N,N,30,N,N,,N,19,,,1,600,,ZARAGOZA,ST,,,,,,,2,3,0,,1,2,1,5:52 AM,DISPATCHED,5:57 AM,1/11/16,Y,TX0710200,1259,,,,8,2,4,22,64,54,1,5,1,21,21,71,136,31.70259624,-106.321751,,,,,RABE CT,8889,,,,,,,,,N/A,,,,,Y,N,N,3,9,Y,MON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,66,915,,
14864297,N,Y,N,N,N,N,N,1/15/2016,2:30 PM,16-015177,PHRC/77,71,136,N,Y,,,19,,,1,1300,,GEORGE DIETER,,N,N,45,N,N,,N,19,,,1,1300,N,ZARAGOZA,RD,,,,,,,11,1,4,,2,1,5,3:36 PM,DISPATCHED,3:47 PM,1/15/16,Y,TX0710200,1259,,,,8,2,1,25,64,54,1,5,1,21,21,71,136,31.72522114,-106.3028704,,,,,GEORGE DIETER DR,,,,,,,,,,N ZARAGOZA RD,,,,,Y,N,N,5,9,Y,FRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,66,1206,,
