STATION_NAME,DATE,PRCP,SNOW,TAVG,TMAX,TMIN,AWND,WSF2,WSF5
EL PASO INTERNATIONAL AIRPORT TX US,20140101,0,0,43,63,25,2.5,10.1,13
EL PASO INTERNATIONAL AIRPORT TX US,20140102,0,0,45,57,33,4.5,12.1,14.1
EL PASO INTERNATIONAL AIRPORT TX US,20140103,0,0,43,61,31,8.1,18.1,19.9
EL PASO INTERNATIONAL AIRPORT TX US,20140104,0,0,54,66,44,10.1,25.9,36.9
EL PASO INTERNATIONAL AIRPORT TX US,20140105,0,0,49,57,31,11.4,21.9,25.9
EL PASO INTERNATIONAL AIRPORT TX US,20140106,0,0,35,48,22,3.4,17,19.9
EL PASO INTERNATIONAL AIRPORT TX US,20140107,0,0,35,52,19,3.4,8.9,12.1
EL PASO INTERNATIONAL AIRPORT TX US,20140108,0,0,47,65,35,4.9,21,29.1
EL PASO INTERNATIONAL AIRPORT TX US,20140109,0,0,49,63,31,6.9,16.1,21
EL PASO INTERNATIONAL AIRPORT TX US,20140110,0,0,55,63,45,14.3,29.1,35.1
EL PASO INTERNATIONAL AIRPORT TX US,20140111,0,0,51,65,33,5.6,13,15
EL PASO INTERNATIONAL AIRPORT TX US,20140112,0,0,53,68,40,15.4,36,45
EL PASO INTERNATIONAL AIRPORT TX US,20140113,0,0,53,60,40,9.2,23,28
EL PASO INTERNATIONAL AIRPORT TX US,20140114,0,0,47,62,30,3.8,13,16.1
EL PASO INTERNATIONAL AIRPORT TX US,20140115,0,0,44,62,29,5.6,16.1,17
EL PASO INTERNATIONAL AIRPORT TX US,20140116,0,0,47,64,29,4.5,13,16.1
EL PASO INTERNATIONAL AIRPORT TX US,20140117,0,0,47,61,28,2.2,8.1,10.1
EL PASO INTERNATIONAL AIRPORT TX US,20140118,0,0,45,65,27,3.4,8.1,13
EL PASO INTERNATIONAL AIRPORT TX US,20140119,0,0,47,64,30,4.9,13,14.1
EL PASO INTERNATIONAL AIRPORT TX US,20140120,0,0,49,69,31,3.6,13,16.1
EL PASO INTERNATIONAL AIRPORT TX US,20140121,0,0,51,63,38,2.9,12.1,16.1
EL PASO INTERNATIONAL AIRPORT TX US,20140122,0,0,48,64,35,4.3,12.1,13
EL PASO INTERNATIONAL AIRPORT TX US,20140123,0,0,47,51,29,11.9,23.9,31.1
EL PASO INTERNATIONAL AIRPORT TX US,20140124,0,0,33,49,26,2.7,13,16.1
EL PASO INTERNATIONAL AIRPORT TX US,20140125,0,0,42,62,30,3.1,16.1,17
EL PASO INTERNATIONAL AIRPORT TX US,20140126,0,0,56,71,45,13,32,38.9
EL PASO INTERNATIONAL AIRPORT TX US,20140127,0,0,55,61,41,7.2,19.9,25.9
EL PASO INTERNATIONAL AIRPORT TX US,20140128,0,0,43,50,25,5.8,16.1,21.9
EL PASO INTERNATIONAL AIRPORT TX US,20140129,0,0,34,55,21,4,10.1,13
EL PASO INTERNATIONAL AIRPORT TX US,20140130,0,0,55,73,38,14.5,30,38
EL PASO INTERNATIONAL AIRPORT TX US,20140131,0,0,64,71,57,23.5,33.1,46.1
EL PASO INTERNATIONAL AIRPORT TX US,20140201,0,0,61,66,53,14.5,28,33.1
EL PASO INTERNATIONAL AIRPORT TX US,20140202,0,0,52,57,39,7.6,15,18.1
EL PASO INTERNATIONAL AIRPORT TX US,20140203,0,0,45,61,36,8.1,35.1,48.1
EL PASO INTERNATIONAL AIRPORT TX US,20140204,0,0,49,54,38,12.3,32,46.1
EL PASO INTERNATIONAL AIRPORT TX US,20140205,0,0,42,46,27,8.7,17,23
EL PASO INTERNATIONAL AIRPORT TX US,20140206,0,0,29,42,20,6,14.1,17
EL PASO INTERNATIONAL AIRPORT TX US,20140207,0,0,43,59,34,10.1,25.9,38
EL PASO INTERNATIONAL AIRPORT TX US,20140208,0,0,56,67,46,12.8,28,36
EL PASO INTERNATIONAL AIRPORT TX US,20140209,0,0,59,74,47,13.6,33.1,40.9
EL PASO INTERNATIONAL AIRPORT TX US,20140210,0,0,66,75,53,11.4,31.1,40.9
EL PASO INTERNATIONAL AIRPORT TX US,20140211,0,0,52,62,33,4.7,19.9,25.1
EL PASO INTERNATIONAL AIRPORT TX US,20140212,0,0,47,66,31,6,14.1,17
EL PASO INTERNATIONAL AIRPORT TX US,20140213,0,0,58,76,41,9.2,23,30
EL PASO INTERNATIONAL AIRPORT TX US,20140214,0,0,68,80,58,8.7,23,28
EL PASO INTERNATIONAL AIRPORT TX US,20140215,0,0,67,83,46,6.3,21,25.1
EL PASO INTERNATIONAL AIRPORT TX US,20140216,0,0,68,82,50,9.6,23.9,30
EL PASO INTERNATIONAL AIRPORT TX US,20140217,0,0,67,74,49,5.8,16.1,21
EL PASO INTERNATIONAL AIRPORT TX US,20140218,0,0,62,80,44,6.7,21,25.9
EL PASO INTERNATIONAL AIRPORT TX US,20140219,0,0,64,77,49,13.4,29.1,36
EL PASO INTERNATIONAL AIRPORT TX US,20140220,0,0,65,67,46,13.4,38,48.1
EL PASO INTERNATIONAL AIRPORT TX US,20140221,0,0,52,70,38,6.7,18.1,21.9
EL PASO INTERNATIONAL AIRPORT TX US,20140222,0,0,62,74,47,6.7,21,29.1
EL PASO INTERNATIONAL AIRPORT TX US,20140223,0,0,65,76,52,7.4,19.9,28
EL PASO INTERNATIONAL AIRPORT TX US,20140224,0,0,67,77,54,5.6,15,21
EL PASO INTERNATIONAL AIRPORT TX US,20140225,0,0,63,74,50,11.6,29.1,36
EL PASO INTERNATIONAL AIRPORT TX US,20140226,0,0,60,69,47,8.5,25.1,31.1
EL PASO INTERNATIONAL AIRPORT TX US,20140227,0,0,62,76,51,15,32,44.1
EL PASO INTERNATIONAL AIRPORT TX US,20140228,0,0,67,76,55,11.4,29.1,36.9
EL PASO INTERNATIONAL AIRPORT TX US,20140301,0,0,69,78,51,14.1,31.1,38
EL PASO INTERNATIONAL AIRPORT TX US,20140302,0.16,0,58,63,48,13,38,51
EL PASO INTERNATIONAL AIRPORT TX US,20140303,0,0,52,61,43,4.7,12.1,13
EL PASO INTERNATIONAL AIRPORT TX US,20140304,0,0,51,64,39,5.6,16.1,18.1
EL PASO INTERNATIONAL AIRPORT TX US,20140305,0,0,60,71,51,8.9,19.9,25.1
EL PASO INTERNATIONAL AIRPORT TX US,20140306,0,0,57,72,44,3.4,12.1,15
EL PASO INTERNATIONAL AIRPORT TX US,20140307,0,0,64,77,46,10.1,23.9,35.1
EL PASO INTERNATIONAL AIRPORT TX US,20140308,0,0,61,64,49,13.9,29.1,32
EL PASO INTERNATIONAL AIRPORT TX US,20140309,0,0,51,62,42,6,17,21
EL PASO INTERNATIONAL AIRPORT TX US,20140310,0,0,53,71,35,8.1,21.9,32
EL PASO INTERNATIONAL AIRPORT TX US,20140311,0,0,65,75,53,13.4,35.1,44.1
EL PASO INTERNATIONAL AIRPORT TX US,20140312,0,0,56,63,41,12.5,25.1,31.1
EL PASO INTERNATIONAL AIRPORT TX US,20140313,0,0,50,69,36,4.9,12.1,16.1
EL PASO INTERNATIONAL AIRPORT TX US,20140314,0.02,0,60,74,46,8.3,30,38.9
EL PASO INTERNATIONAL AIRPORT TX US,20140315,0,0,59,70,47,15.2,40.9,53.9
